code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,mean_clicks,max_clicks,min_clicks,std_clicks,median_clicks,total_interactions,activity_span,clicks_per_active_day,clicks_per_site,interactions_per_day,sites_per_day,clicks_per_span_day,recent14_clicks,recent14_days,recent14_sites,recent14_interactions,recent7_clicks,recent7_days,recent7_sites,recent7_interactions,recent14_click_ratio,recent7_click_ratio,recent14_activity_ratio,recent7_activity_ratio,click_variability,engagement_consistency
BBB,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,500.0,40.0,91.0,2.272727272727273,24.0,1.0,2.7060193039269707,1.0,220.0,247.0,12.5,5.4945054945054945,5.5,2.275,2.0242914979757085,48.0,2.0,23.0,26.0,0.0,0.0,0.0,0.0,0.096,0.0,0.05,0.0,1.190648493727867,0.45648583187268055
BBB,2013J,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,1,263.0,28.0,38.0,2.327433628318584,11.0,1.0,2.1524175688385268,1.0,113.0,251.0,9.392857142857142,6.921052631578948,4.035714285714286,1.3571428571428572,1.047808764940239,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0076045627376425855,0.0076045627376425855,0.03571428571428571,0.03571428571428571,0.9248029858507739,0.5195336911626798
BBB,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,1,2933.0,77.0,33.0,5.807920792079208,125.0,1.0,10.954303379649305,2.0,505.0,257.0,38.09090909090909,88.87878787878788,6.558441558441558,0.42857142857142855,11.412451361867705,226.0,7.0,9.0,49.0,21.0,2.0,5.0,11.0,0.07705421070576202,0.007159904534606206,0.09090909090909091,0.025974025974025976,1.8860972406146945,0.3464886719433664
BBB,2013J,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,1,758.0,82.0,29.0,2.613793103448276,25.0,1.0,2.8641350002411294,2.0,290.0,256.0,9.24390243902439,26.137931034482758,3.5365853658536586,0.35365853658536583,2.9609375,42.0,5.0,6.0,19.0,0.0,0.0,0.0,0.0,0.055408970976253295,0.0,0.06097560975609756,0.0,1.095777242836316,0.47714994683626394
BBB,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,0,114.0,15.0,11.0,1.9322033898305084,10.0,1.0,2.007437951801534,1.0,59.0,176.0,7.6,10.363636363636363,3.933333333333333,0.7333333333333333,0.6477272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0389371855814957,0.4904515975634651
BBB,2013J,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,1,383.0,46.0,28.0,1.9844559585492227,12.0,1.0,1.6472093950129714,1.0,193.0,253.0,8.326086956521738,13.678571428571429,4.195652173913044,0.6086956521739131,1.5138339920948616,5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.013054830287206266,0.0,0.043478260869565216,0.0,0.8300559092363016,0.546431393135584
BBB,2013J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,0,64.0,8.0,14.0,2.2857142857142856,14.0,1.0,2.813422100457718,1.0,28.0,219.0,8.0,4.571428571428571,3.5,1.75,0.2922374429223744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2308721689502515,0.4482551774674544
BBB,2013J,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,1,387.0,38.0,35.0,2.3313253012048194,17.0,1.0,2.5018503557624507,1.0,166.0,246.0,10.18421052631579,11.057142857142857,4.368421052631579,0.9210526315789473,1.5731707317073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073145113841258,0.4823589016145305
BBB,2013J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,0,334.0,21.0,22.0,2.8547008547008548,16.0,1.0,2.7831542427704195,2.0,117.0,78.0,15.904761904761905,15.181818181818182,5.571428571428571,1.0476190476190477,4.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749372646830511,0.5063451978361883
BBB,2013J,F,North Region,HE Qualification,40-50%,35-55,0,120,N,1,988.0,95.0,46.0,2.9144542772861355,29.0,1.0,3.536169480915094,1.0,339.0,259.0,10.4,21.47826086956522,3.568421052631579,0.4842105263157895,3.8146718146718146,16.0,3.0,3.0,7.0,15.0,2.0,3.0,6.0,0.016194331983805668,0.015182186234817813,0.031578947368421054,0.021052631578947368,1.213321309747183,0.4518096833008964
BBB,2013J,F,Wales,No Formal quals,30-40%,35-55,0,60,N,0,614.0,49.0,43.0,2.446215139442231,23.0,1.0,2.7099991914260566,1.0,251.0,110.0,12.53061224489796,14.279069767441861,5.122448979591836,0.8775510204081632,5.581818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1078335456806843,0.47442076346548956
BBB,2013J,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,1,873.0,68.0,43.0,2.7626582278481013,33.0,1.0,3.35478779736672,2.0,316.0,253.0,12.838235294117647,20.302325581395348,4.647058823529412,0.6323529411764706,3.450592885375494,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.014891179839633447,0.0,0.014705882352941176,0.0,1.2143332691499238,0.451603204419133
BBB,2013J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,436.0,45.0,38.0,2.3315508021390374,13.0,1.0,2.292394918813754,1.0,187.0,246.0,9.688888888888888,11.473684210526315,4.155555555555556,0.8444444444444444,1.7723577235772359,30.0,2.0,14.0,17.0,0.0,0.0,0.0,0.0,0.06880733944954129,0.0,0.044444444444444446,0.0,0.9832060775646145,0.5042340336249899
BBB,2013J,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,0,115.0,9.0,20.0,2.3958333333333335,17.0,1.0,2.5990144067559195,1.5,48.0,255.0,12.777777777777779,5.75,5.333333333333333,2.2222222222222223,0.45098039215686275,6.0,1.0,3.0,3.0,6.0,1.0,3.0,3.0,0.05217391304347826,0.05217391304347826,0.1111111111111111,0.1111111111111111,1.0848060132546447,0.4796609342271006
BBB,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,0,44.0,5.0,12.0,2.0,7.0,1.0,2.0,1.0,22.0,51.0,8.8,3.6666666666666665,4.4,2.4,0.8627450980392157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
BBB,2013J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,120,N,1,566.0,79.0,37.0,1.8866666666666667,9.0,1.0,1.4632015416180828,1.0,300.0,254.0,7.1645569620253164,15.297297297297296,3.7974683544303796,0.46835443037974683,2.2283464566929134,20.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0353356890459364,0.0,0.0379746835443038,0.0,0.7755485202922701,0.5632062365918289
BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,1,446.0,54.0,25.0,2.534090909090909,27.0,1.0,2.7669430832552417,2.0,176.0,251.0,8.25925925925926,17.84,3.259259259259259,0.46296296296296297,1.7768924302788844,19.0,2.0,4.0,8.0,3.0,1.0,2.0,3.0,0.042600896860986545,0.006726457399103139,0.037037037037037035,0.018518518518518517,1.091887853481889,0.4780370985641166
BBB,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,1,178.0,18.0,27.0,2.1707317073170733,15.0,1.0,2.3664573618911673,1.0,82.0,249.0,9.88888888888889,6.592592592592593,4.555555555555555,1.5,0.714859437751004,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.05555555555555555,0.0,1.0901657509835714,0.4784309567456213
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,0,177.0,20.0,17.0,2.391891891891892,12.0,1.0,2.298406640271244,1.0,74.0,167.0,8.85,10.411764705882353,3.7,0.85,1.0598802395209581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9609157705088816,0.5099658103828131
BBB,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,1,5702.0,192.0,67.0,4.382782475019216,47.0,1.0,4.693151665945774,3.0,1301.0,265.0,29.697916666666668,85.1044776119403,6.776041666666667,0.3489583333333333,21.516981132075472,161.0,12.0,6.0,50.0,63.0,6.0,4.0,18.0,0.02823570676955454,0.01104875482286917,0.0625,0.03125,1.0708155589960457,0.4829015291370571
BBB,2013J,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,0,957.0,30.0,31.0,3.874493927125506,44.0,1.0,5.635654971544684,2.0,247.0,149.0,31.9,30.870967741935484,8.233333333333333,1.0333333333333334,6.422818791946309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545525370653472,0.4074062318485127
BBB,2013J,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,1,407.0,32.0,42.0,2.2737430167597767,12.0,1.0,2.1898470935522334,1.0,179.0,234.0,12.71875,9.69047619047619,5.59375,1.3125,1.7393162393162394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9631022843878372,0.5093978077213813
BBB,2013J,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,1,916.0,88.0,91.0,2.0538116591928253,20.0,1.0,2.3819114787367575,1.0,446.0,249.0,10.409090909090908,10.065934065934066,5.068181818181818,1.0340909090909092,3.678714859437751,68.0,4.0,39.0,45.0,0.0,0.0,0.0,0.0,0.07423580786026202,0.0,0.045454545454545456,0.0,1.1597516588609103,0.46301619720825543
BBB,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,0,128.0,9.0,15.0,2.1333333333333333,10.0,1.0,1.9525443345878406,1.0,60.0,163.0,14.222222222222221,8.533333333333333,6.666666666666667,1.6666666666666667,0.7852760736196319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152551568380503,0.5221236431238377
BBB,2013J,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,1,818.0,69.0,65.0,2.146981627296588,19.0,1.0,2.145846066039043,1.0,381.0,252.0,11.855072463768115,12.584615384615384,5.521739130434782,0.9420289855072463,3.246031746031746,10.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.012224938875305624,0.0,0.014492753623188406,0.0,0.999471089438723,0.500132262617867
BBB,2013J,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,1,505.0,33.0,32.0,3.3223684210526314,23.0,1.0,3.4633406024050952,2.0,152.0,238.0,15.303030303030303,15.78125,4.606060606060606,0.9696969696969697,2.1218487394957983,9.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.01782178217821782,0.0,0.06060606060606061,0.0,1.0424312308229198,0.48961256805551695
BBB,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,0,38.0,3.0,9.0,2.533333333333333,10.0,1.0,2.4162150645369374,2.0,15.0,15.0,12.666666666666666,4.222222222222222,5.0,3.0,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9537691044224753,0.5118312075548943
BBB,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,779.0,81.0,48.0,2.4574132492113563,19.0,1.0,2.1965703120197837,2.0,317.0,251.0,9.617283950617283,16.229166666666668,3.9135802469135803,0.5925925925925926,3.103585657370518,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0038510911424903724,0.0,0.024691358024691357,0.0,0.8938546712583716,0.5280236203845303
BBB,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,493.0,33.0,46.0,2.303738317757009,14.0,1.0,2.2384361255145127,1.0,214.0,251.0,14.93939393939394,10.717391304347826,6.484848484848484,1.393939393939394,1.9641434262948207,30.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.060851926977687626,0.0,0.06060606060606061,0.0,0.9716538151320603,0.5071884284782623
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,1164.0,101.0,76.0,2.575221238938053,35.0,1.0,3.378700230899394,1.0,452.0,261.0,11.524752475247524,15.31578947368421,4.475247524752476,0.7524752475247525,4.459770114942529,23.0,5.0,5.0,11.0,1.0,1.0,1.0,1.0,0.019759450171821305,0.000859106529209622,0.04950495049504951,0.009900990099009901,1.3120038697306926,0.43252522761412254
BBB,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,889.0,110.0,53.0,2.157766990291262,16.0,1.0,2.11514360531899,1.0,412.0,256.0,8.081818181818182,16.77358490566038,3.7454545454545456,0.4818181818181818,3.47265625,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0022497187851518562,0.0,0.01818181818181818,0.0,0.9802465302490707,0.5049876289262946
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,1,935.0,43.0,76.0,3.0161290322580645,22.0,1.0,3.290133998923086,2.0,310.0,250.0,21.74418604651163,12.302631578947368,7.209302325581396,1.7674418604651163,3.74,28.0,3.0,9.0,15.0,1.0,1.0,1.0,1.0,0.029946524064171122,0.0010695187165775401,0.06976744186046512,0.023255813953488372,1.0908465664878682,0.4782751714200461
BBB,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,0,299.0,34.0,38.0,2.2481203007518795,13.0,1.0,2.277711554348362,1.0,133.0,207.0,8.794117647058824,7.868421052631579,3.911764705882353,1.1176470588235294,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0131626646432514,0.4967308492069656
BBB,2013J,F,South Region,Lower Than A Level,10-20,0-35,0,60,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,0,255.0,20.0,22.0,2.4056603773584904,10.0,1.0,2.1147027344254608,1.5,106.0,143.0,12.75,11.590909090909092,5.3,1.1,1.7832167832167831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790529013690151,0.532182994566802
BBB,2013J,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,1,185.0,12.0,26.0,2.5694444444444446,17.0,1.0,3.2407023620948294,1.0,72.0,176.0,15.416666666666666,7.115384615384615,6.0,2.1666666666666665,1.0511363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2612463247071768,0.4422339968333598
BBB,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,1,912.0,90.0,90.0,2.326530612244898,46.0,1.0,3.4270639725873604,1.0,392.0,260.0,10.133333333333333,10.133333333333333,4.355555555555555,1.0,3.5076923076923077,12.0,5.0,7.0,11.0,2.0,1.0,1.0,1.0,0.013157894736842105,0.0021929824561403508,0.05555555555555555,0.011111111111111112,1.4730362689191285,0.40436123504046406
BBB,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,0,583.0,57.0,35.0,2.389344262295082,12.0,1.0,2.0346912032341375,2.0,244.0,248.0,10.228070175438596,16.65714285714286,4.280701754385965,0.6140350877192983,2.350806451612903,9.0,1.0,2.0,3.0,9.0,1.0,2.0,3.0,0.015437392795883362,0.015437392795883362,0.017543859649122806,0.017543859649122806,0.8515688740808397,0.5400825289291075
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,0,552.0,51.0,25.0,2.358974358974359,19.0,1.0,2.5790890312471517,1.0,234.0,109.0,10.823529411764707,22.08,4.588235294117647,0.49019607843137253,5.064220183486238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0933094806373795,0.47771244971169574
BBB,2013J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,1,947.0,108.0,40.0,2.1621004566210047,17.0,1.0,2.004280812014475,1.0,438.0,265.0,8.768518518518519,23.675,4.055555555555555,0.37037037037037035,3.5735849056603772,56.0,8.0,3.0,30.0,14.0,3.0,2.0,9.0,0.059134107708553325,0.014783526927138331,0.07407407407407407,0.027777777777777776,0.9270063312168321,0.5189396546344182
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,1,250.0,26.0,30.0,2.1186440677966103,8.0,1.0,1.877302536193995,1.0,118.0,245.0,9.615384615384615,8.333333333333334,4.538461538461538,1.1538461538461537,1.0204081632653061,29.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.116,0.0,0.038461538461538464,0.0,0.8860867970835656,0.5301982928602695
BBB,2013J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,0,156.0,16.0,29.0,1.8571428571428572,10.0,1.0,1.750338054390397,1.0,84.0,171.0,9.75,5.379310344827586,5.25,1.8125,0.9122807017543859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9424897215948291,0.5148032387934474
BBB,2013J,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,1,419.0,42.0,45.0,2.193717277486911,12.0,1.0,1.9865766120229946,1.0,191.0,256.0,9.976190476190476,9.311111111111112,4.5476190476190474,1.0714285714285714,1.63671875,38.0,4.0,13.0,19.0,1.0,1.0,1.0,1.0,0.09069212410501193,0.002386634844868735,0.09523809523809523,0.023809523809523808,0.9055754961727731,0.5247758496099663
BBB,2013J,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,180,N,1,534.0,48.0,35.0,2.5428571428571427,28.0,1.0,3.0136168526403813,1.0,210.0,249.0,11.125,15.257142857142858,4.375,0.7291666666666666,2.144578313253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1851302229484646,0.4576386292669865
BBB,2013J,F,Wales,Lower Than A Level,20-30%,35-55,0,120,N,1,1938.0,157.0,60.0,2.654794520547945,24.0,1.0,2.809206942841085,2.0,730.0,256.0,12.343949044585987,32.3,4.649681528662421,0.3821656050955414,7.5703125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0005159958720330237,0.0,0.006369426751592357,0.0,1.0581636059205326,0.4858700237062742
BBB,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,581.0,39.0,36.0,2.6774193548387095,23.0,1.0,3.0287353390289677,1.0,217.0,253.0,14.897435897435898,16.13888888888889,5.564102564102564,0.9230769230769231,2.2964426877470356,8.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.013769363166953529,0.0,0.02564102564102564,0.0,1.1312144037337108,0.46921604801848327
BBB,2013J,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,1,1090.0,138.0,41.0,2.3491379310344827,23.0,1.0,2.3141221320995644,2.0,464.0,260.0,7.898550724637682,26.585365853658537,3.36231884057971,0.2971014492753623,4.1923076923076925,65.0,9.0,4.0,22.0,8.0,3.0,2.0,5.0,0.05963302752293578,0.007339449541284404,0.06521739130434782,0.021739130434782608,0.9850941920130256,0.5037544334286371
BBB,2013J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,1,506.0,59.0,53.0,2.3,15.0,1.0,2.3273242911473213,1.0,220.0,257.0,8.576271186440678,9.547169811320755,3.7288135593220337,0.8983050847457628,1.9688715953307394,16.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.03162055335968379,0.0,0.03389830508474576,0.0,1.011880126585792,0.49704750635268885
BBB,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,2873.0,137.0,34.0,3.68806161745828,52.0,1.0,4.82325117460937,2.0,779.0,259.0,20.970802919708028,84.5,5.686131386861314,0.24817518248175183,11.092664092664092,55.0,7.0,5.0,29.0,15.0,2.0,3.0,8.0,0.019143752175426385,0.005221023320570832,0.051094890510948905,0.014598540145985401,1.3078011364499473,0.43331289867474615
BBB,2013J,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,908.0,62.0,42.0,3.057239057239057,16.0,1.0,2.712600064181801,2.0,297.0,252.0,14.64516129032258,21.61904761904762,4.790322580645161,0.6774193548387096,3.6031746031746033,44.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.048458149779735685,0.0,0.016129032258064516,0.0,0.8872711663678358,0.5298655634762645
BBB,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,1,94.0,25.0,15.0,2.0434782608695654,11.0,1.0,1.8252125810939324,1.0,46.0,261.0,3.76,6.266666666666667,1.84,0.6,0.36015325670498083,28.0,8.0,2.0,10.0,15.0,4.0,2.0,6.0,0.2978723404255319,0.1595744680851064,0.32,0.16,0.8931891354289455,0.5282092429573483
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,1,716.0,43.0,53.0,2.5211267605633805,28.0,1.0,3.0408718990014147,1.0,284.0,238.0,16.651162790697676,13.50943396226415,6.604651162790698,1.2325581395348837,3.008403361344538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2061558929000025,0.45327712480258825
BBB,2013J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,336.0,37.0,31.0,2.564885496183206,12.0,1.0,2.366754469216706,2.0,131.0,244.0,9.08108108108108,10.838709677419354,3.5405405405405403,0.8378378378378378,1.3770491803278688,4.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,0.011904761904761904,0.011904761904761904,0.02702702702702703,0.02702702702702703,0.9227524865100849,0.5200877424504399
BBB,2013J,M,Wales,HE Qualification,60-70%,0-35,0,60,N,1,932.0,74.0,71.0,2.5053763440860215,20.0,1.0,2.725040738740373,2.0,372.0,259.0,12.594594594594595,13.126760563380282,5.027027027027027,0.9594594594594594,3.5984555984555984,9.0,2.0,2.0,4.0,8.0,1.0,2.0,3.0,0.009656652360515022,0.008583690987124463,0.02702702702702703,0.013513513513513514,1.0876772047332819,0.4790012544720764
BBB,2013J,F,South Region,HE Qualification,60-70%,35-55,0,60,N,1,225.0,18.0,60.0,1.991150442477876,15.0,1.0,2.0894957321480656,1.0,113.0,218.0,12.5,3.75,6.277777777777778,3.3333333333333335,1.0321100917431192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0493911899232506,0.4879497896335984
BBB,2013J,F,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,1,147.0,17.0,23.0,1.9864864864864864,8.0,1.0,1.8542305810659276,1.0,74.0,207.0,8.647058823529411,6.391304347826087,4.352941176470588,1.3529411764705883,0.7101449275362319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9334221972712834,0.5172176058655684
BBB,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,90,Y,0,33.0,7.0,10.0,1.434782608695652,4.0,1.0,0.8434823356732999,1.0,23.0,39.0,4.714285714285714,3.3,3.2857142857142856,1.4285714285714286,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5878816278935121,0.629769865985919
BBB,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,0,234.0,20.0,24.0,2.5434782608695654,26.0,1.0,3.252769043456924,1.0,92.0,105.0,11.7,9.75,4.6,1.2,2.2285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2788664615300727,0.43881465495287586
BBB,2013J,F,Wales,HE Qualification,80-90%,0-35,0,120,N,1,652.0,64.0,49.0,2.232876712328767,18.0,1.0,2.1667309402798,1.0,292.0,251.0,10.1875,13.306122448979592,4.5625,0.765625,2.597609561752988,7.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.010736196319018405,0.0,0.03125,0.0,0.970376433376843,0.5075172353163979
BBB,2013J,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,1,554.0,22.0,16.0,4.229007633587786,23.0,1.0,4.934283340522376,2.0,131.0,233.0,25.181818181818183,34.625,5.954545454545454,0.7272727272727273,2.3776824034334765,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.007220216606498195,0.0,0.045454545454545456,0.0,1.166770970412331,0.46151624405864294
BBB,2013J,F,Ireland,Lower Than A Level,70-80%,35-55,0,75,N,1,963.0,71.0,40.0,2.807580174927114,43.0,1.0,3.9799572022828946,2.0,343.0,250.0,13.56338028169014,24.075,4.830985915492958,0.5633802816901409,3.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417575618258601,0.4136375269702248
BBB,2013J,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,1,861.0,45.0,56.0,2.7420382165605095,26.0,1.0,3.1031804233316627,1.0,314.0,251.0,19.133333333333333,15.375,6.977777777777778,1.2444444444444445,3.4302788844621515,78.0,3.0,11.0,25.0,16.0,1.0,4.0,5.0,0.09059233449477352,0.018583042973286876,0.06666666666666667,0.022222222222222223,1.131705752527459,0.46910789578456075
BBB,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,1,266.0,22.0,32.0,2.293103448275862,13.0,1.0,2.3031820762071584,1.0,116.0,243.0,12.090909090909092,8.3125,5.2727272727272725,1.4545454545454546,1.0946502057613168,5.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.018796992481203006,0.0,0.045454545454545456,0.0,1.0043951911279336,0.4989036116362212
BBB,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,172.0,20.0,30.0,1.89010989010989,8.0,1.0,1.7413312241599619,1.0,91.0,217.0,8.6,5.733333333333333,4.55,1.5,0.7926267281105991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9212857058055612,0.5204847967058172
BBB,2013J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,282.0,43.0,22.0,2.3114754098360657,16.0,1.0,2.3498970162527613,1.0,122.0,246.0,6.558139534883721,12.818181818181818,2.8372093023255816,0.5116279069767442,1.146341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0166221134143152,0.49587872380657066
BBB,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,233.0,13.0,37.0,2.377551020408163,17.0,1.0,2.8628992086368292,1.0,98.0,251.0,17.923076923076923,6.297297297297297,7.538461538461538,2.8461538461538463,0.9282868525896414,15.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.06437768240343347,0.0,0.07692307692307693,0.0,1.204137864576864,0.45369212882333637
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,0,264.0,16.0,23.0,2.693877551020408,19.0,1.0,3.071008979114214,1.0,98.0,53.0,16.5,11.478260869565217,6.125,1.4375,4.981132075471698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1399957573984583,0.46729064604112863
BBB,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,966.0,91.0,42.0,2.5354330708661417,20.0,1.0,2.68071654479451,2.0,381.0,256.0,10.615384615384615,23.0,4.186813186813187,0.46153846153846156,3.7734375,5.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.005175983436853002,0.004140786749482402,0.02197802197802198,0.01098901098901099,1.0573012459282694,0.4860736860871304
